user_id,experiment_group,retained_after_experiment,total_sessions,converted_to_paid,monthly_revenue
3098,control,0,1,0,0
3098,treatment,1,1,0,0
3099,control,0,1,0,0
3099,treatment,1,2,1,20
3100,control,0,1,0,0
3100,treatment,1,2,0,0
3101,control,1,1,1,20
3101,treatment,1,1,0,0
3102,control,0,2,0,0
3102,treatment,1,1,0,0
3103,control,0,1,0,0
3103,treatment,1,1,1,20
3104,control,1,2,0,0
3104,treatment,1,2,0,0
3105,control,1,2,1,20
3105,treatment,1,2,1,20
3106,control,1,1,0,0
3106,treatment,0,1,0,0
3107,control,0,2,0,0
3107,treatment,1,2,0,0
3108,treatment,1,1,0,0
3109,control,1,1,0,0
3109,treatment,1,1,0,0
3110,control,0,2,0,0
3110,treatment,1,2,0,0
3111,control,0,3,0,0
3111,treatment,1,3,1,20
3112,treatment,1,2,0,0
3113,control,0,2,0,0
3113,treatment,1,2,0,0
3114,treatment,1,1,0,0
3115,control,1,1,1,20
3115,treatment,1,1,1,20
3116,treatment,1,1,1,20
3117,control,1,2,0,0
3117,treatment,1,3,0,0
3118,control,1,1,1,20
3118,treatment,0,1,0,0
3119,control,1,2,1,20
3119,treatment,1,1,1,20
3120,control,0,2,0,0
3120,treatment,1,2,0,0
3121,control,1,2,1,20
3121,treatment,1,1,1,20
3122,control,0,1,0,0
3122,treatment,1,2,0,0
3123,control,0,2,0,0
3123,treatment,1,3,0,0
3124,control,0,1,0,0
3124,treatment,1,1,0,0
3125,control,1,1,0,0
3126,control,0,2,0,0
3126,treatment,1,2,0,0
3127,control,1,2,0,0
3127,treatment,0,1,0,0
3128,control,1,1,1,20
3128,treatment,0,1,0,0
3129,control,1,1,0,0
3129,treatment,1,2,0,0
3130,control,1,1,0,0
3130,treatment,1,2,0,0
3131,control,1,1,0,0
3131,treatment,1,2,1,20
3132,control,0,2,0,0
3132,treatment,1,2,0,0
3133,control,1,3,0,0
3133,treatment,1,3,0,0
3134,control,0,3,0,0
3134,treatment,1,3,0,0
3135,treatment,0,1,0,0
3136,control,1,2,0,0
3136,treatment,1,1,0,0
3137,control,1,1,0,0
3137,treatment,1,2,0,0
3138,control,0,3,0,0
3138,treatment,1,3,0,0
3139,control,1,2,0,0
3139,treatment,1,2,0,0
3140,control,1,2,0,0
3140,treatment,1,2,0,0
3141,control,1,2,0,0
3141,treatment,0,1,0,0
3142,control,0,1,0,0
3142,treatment,1,1,0,0
3143,control,0,3,0,0
3143,treatment,1,2,0,0
3144,control,0,2,0,0
3144,treatment,1,2,0,0
3145,control,1,2,1,20
3145,treatment,1,3,0,0
3146,control,1,2,1,20
3146,treatment,1,1,1,20
3147,control,1,1,0,0
3147,treatment,1,2,0,0
3148,control,1,2,0,0
3148,treatment,1,3,0,0
3149,control,1,1,1,20
3149,treatment,1,1,0,0
3150,control,1,3,0,0
3150,treatment,1,2,1,20
3151,control,1,3,0,0
3151,treatment,1,2,0,0
3152,treatment,1,1,1,20
3153,control,1,3,0,0
3153,treatment,1,3,0,0
3154,control,0,1,0,0
3154,treatment,1,1,1,20
3155,control,1,2,0,0
3155,treatment,1,2,0,0
3156,control,0,1,0,0
3156,treatment,1,3,1,20
3157,control,0,1,0,0
3157,treatment,0,1,0,0
3158,control,0,1,0,0
3158,treatment,1,1,0,0
3159,control,1,1,1,20
3159,treatment,1,1,1,20
3160,control,1,2,0,0
3160,treatment,0,1,0,0
3161,control,1,2,0,0
3161,treatment,1,2,1,20
3162,control,0,1,0,0
3162,treatment,1,1,0,0
3163,control,1,2,0,0
3163,treatment,1,2,0,0
3164,control,0,1,0,0
3164,treatment,1,2,1,20
3165,control,0,1,0,0
3165,treatment,1,1,0,0
3166,control,0,1,0,0
3167,control,0,1,0,0
3167,treatment,0,2,0,0
3168,control,0,2,0,0
3168,treatment,1,1,0,0
3169,control,1,3,0,0
3169,treatment,1,2,0,0
3170,treatment,0,1,0,0
3171,control,1,2,0,0
3171,treatment,1,1,0,0
3172,control,0,2,0,0
3173,control,1,1,0,0
3173,treatment,1,1,1,20
3174,control,1,3,0,0
3174,treatment,1,3,0,0
3175,control,0,3,0,0
3175,treatment,1,3,0,0
3176,control,1,2,1,20
3176,treatment,1,1,0,0
3177,control,0,1,0,0
3177,treatment,1,1,1,20
3178,control,0,1,0,0
3178,treatment,1,1,0,0
3179,control,0,1,0,0
3179,treatment,1,1,1,20
3180,control,0,3,0,0
3180,treatment,1,3,0,0
3181,control,0,1,0,0
3181,treatment,0,1,0,0
3182,control,0,2,0,0
3182,treatment,1,1,1,20
3183,treatment,0,2,0,0
3184,control,1,1,0,0
3185,control,1,2,1,20
3186,control,1,1,1,20
3186,treatment,1,2,1,20
3187,control,1,1,1,20
3188,control,1,2,0,0
3188,treatment,1,2,0,0
3189,control,1,1,0,0
3189,treatment,1,1,0,0
3190,control,1,3,1,20
3190,treatment,1,2,0,0
3191,control,1,2,0,0
3192,control,0,1,0,0
3192,treatment,1,1,1,20
3193,control,1,3,1,20
3193,treatment,1,2,1,20
3194,control,1,3,0,0
3194,treatment,1,3,0,0
3195,control,1,2,0,0
3195,treatment,1,1,1,20
3196,control,0,1,0,0
3197,control,1,1,0,0
3197,treatment,1,2,0,0
3198,control,1,1,1,20
3198,treatment,1,2,1,20
3199,control,0,1,0,0
3199,treatment,1,1,0,0
3200,control,1,3,1,20
3200,treatment,1,2,0,0
3201,control,0,1,0,0
3201,treatment,0,1,0,0
3202,control,1,2,0,0
3202,treatment,1,2,0,0
3203,control,0,1,0,0
3203,treatment,1,1,0,0
3204,control,1,2,0,0
3204,treatment,1,2,0,0
3205,control,1,1,0,0
3206,control,1,1,0,0
3206,treatment,1,2,0,0
3207,control,1,3,0,0
3207,treatment,1,2,0,0
3208,treatment,1,1,0,0
3209,control,1,2,0,0
3209,treatment,1,3,0,0
3210,control,1,2,0,0
3210,treatment,1,2,0,0
3211,control,0,1,0,0
3212,control,0,2,0,0
3212,treatment,1,2,0,0
3213,control,1,2,0,0
3213,treatment,1,2,0,0
3214,control,1,2,1,20
3214,treatment,1,2,1,20
3215,treatment,1,1,0,0
3216,treatment,0,1,0,0
3217,treatment,1,1,0,0
3218,control,1,1,0,0
3218,treatment,0,1,0,0
3219,control,1,3,1,20
3219,treatment,1,3,0,0
3220,control,1,2,0,0
3220,treatment,1,2,0,0
3221,control,1,2,1,20
3221,treatment,1,2,0,0
3222,control,1,2,0,0
3222,treatment,1,2,1,20
3223,control,1,1,0,0
3223,treatment,1,3,0,0
3224,control,1,1,0,0
3224,treatment,1,1,1,20
3225,control,0,1,0,0
3225,treatment,1,1,0,0
3226,control,0,1,0,0
3226,treatment,1,1,0,0
3227,control,0,1,0,0
3227,treatment,1,1,0,0
3228,control,1,2,0,0
3228,treatment,1,2,0,0
3229,control,0,1,0,0
3229,treatment,1,2,0,0
3230,control,0,1,0,0
3230,treatment,1,1,0,0
3231,control,1,2,0,0
3231,treatment,1,2,0,0
3232,control,1,3,1,20
3232,treatment,1,2,0,0
3233,control,1,2,0,0
3233,treatment,1,2,0,0
3234,control,0,2,0,0
3234,treatment,1,2,1,20
3235,control,1,3,1,20
3235,treatment,1,2,0,0
3236,control,1,1,0,0
3236,treatment,1,1,0,0
3237,control,1,3,0,0
3237,treatment,1,3,0,0
3238,control,1,2,0,0
3238,treatment,1,2,1,20
3239,treatment,1,1,0,0
3240,control,0,1,0,0
3240,treatment,1,1,0,0
3241,control,0,1,0,0
3241,treatment,1,1,0,0
3242,control,0,2,0,0
3242,treatment,1,2,0,0
3243,control,1,2,0,0
3243,treatment,1,2,1,20
3244,control,1,2,0,0
3244,treatment,1,2,1,20
3245,control,1,1,1,20
3245,treatment,1,1,0,0
3246,control,1,1,0,0
3246,treatment,1,1,0,0
3247,control,0,2,0,0
3247,treatment,1,2,0,0
3248,control,0,1,0,0
3248,treatment,0,2,0,0
3249,control,0,2,0,0
3249,treatment,1,2,0,0
3250,control,0,1,0,0
3250,treatment,1,2,1,20
3251,control,1,3,0,0
3251,treatment,1,3,1,20
3252,control,1,2,1,20
3252,treatment,1,3,1,20
3253,treatment,1,1,0,0
3254,control,0,2,0,0
3254,treatment,1,2,0,0
3255,control,0,1,0,0
3255,treatment,1,2,0,0
3256,control,0,1,0,0
3256,treatment,1,1,0,0
3257,control,0,3,0,0
3257,treatment,1,1,0,0
3258,control,0,3,0,0
3258,treatment,1,2,1,20
3259,control,1,2,0,0
3259,treatment,1,2,0,0
3260,control,0,1,0,0
3261,control,1,3,0,0
3261,treatment,1,2,0,0
3262,control,0,2,0,0
3262,treatment,1,3,0,0
3263,control,1,1,1,20
3264,treatment,1,1,0,0
3265,control,1,2,1,20
3265,treatment,1,3,0,0
3266,control,1,3,1,20
3266,treatment,1,3,1,20
3267,control,0,3,0,0
3267,treatment,1,3,1,20
3268,control,1,3,0,0
3268,treatment,1,3,0,0
3269,control,1,1,1,20
3269,treatment,1,1,1,20
3270,control,1,2,0,0
3271,control,0,2,0,0
3271,treatment,1,3,0,0
3272,control,0,2,0,0
3272,treatment,1,3,0,0
3273,control,0,3,0,0
3273,treatment,1,2,0,0
3274,control,1,3,0,0
3274,treatment,1,3,1,20
3275,control,1,2,0,0
3275,treatment,1,3,0,0
3276,control,0,1,0,0
3276,treatment,1,2,0,0
3277,treatment,1,1,0,0
3278,control,0,1,0,0
3279,treatment,1,2,0,0
3280,control,1,1,1,20
3280,treatment,1,1,0,0
3281,control,0,1,0,0
3281,treatment,1,2,0,0
3282,control,0,2,0,0
3282,treatment,1,2,0,0
3283,control,1,1,0,0
3283,treatment,1,1,1,20
3284,control,0,2,0,0
3284,treatment,0,3,0,0
3285,control,0,1,0,0
3285,treatment,1,2,0,0
3286,control,1,2,0,0
3286,treatment,1,1,0,0
3287,control,1,3,1,20
3287,treatment,1,3,0,0
3288,control,0,2,0,0
3288,treatment,1,3,0,0
3289,control,0,1,0,0
3290,control,0,2,0,0
3291,control,1,1,0,0
3291,treatment,1,1,1,20
3292,control,0,2,0,0
3292,treatment,1,3,0,0
3293,control,1,2,1,20
3293,treatment,1,2,0,0
3294,control,1,2,1,20
3294,treatment,1,3,0,0
3295,control,1,2,1,20
3295,treatment,1,3,0,0
3296,treatment,1,1,0,0
3297,control,1,1,0,0
3298,control,1,1,0,0
3298,treatment,1,1,0,0
3299,control,0,1,0,0
3299,treatment,1,3,0,0
3300,control,0,1,0,0
3300,treatment,0,1,0,0
3301,control,1,2,0,0
3301,treatment,1,1,0,0
3302,control,0,2,0,0
3302,treatment,1,2,1,20
3303,control,1,2,0,0
3303,treatment,1,3,1,20
3304,control,1,1,0,0
3304,treatment,1,1,0,0
3305,control,1,3,0,0
3305,treatment,1,3,0,0
3306,control,1,2,1,20
3306,treatment,1,2,0,0
3307,control,0,1,0,0
3307,treatment,1,1,0,0
3308,control,1,2,0,0
3309,control,1,1,0,0
3309,treatment,1,1,1,20
3310,control,1,1,1,20
3310,treatment,1,1,0,0
3311,control,0,3,0,0
3311,treatment,1,2,0,0
3312,control,0,2,0,0
3312,treatment,1,2,0,0
3313,control,0,1,0,0
3313,treatment,1,1,0,0
3314,control,0,2,0,0
3314,treatment,1,1,0,0
3315,control,1,1,0,0
3315,treatment,1,1,0,0
3316,control,0,1,0,0
3316,treatment,1,1,0,0
3317,treatment,1,2,0,0
3318,control,0,1,0,0
3318,treatment,0,1,0,0
3319,control,1,3,1,20
3319,treatment,1,2,1,20
3320,control,1,1,0,0
3320,treatment,1,1,1,20
3321,control,1,3,0,0
3321,treatment,1,3,0,0
3322,control,0,1,0,0
3322,treatment,1,2,1,20
3323,control,1,3,0,0
3323,treatment,1,3,0,0
3324,control,0,1,0,0
3324,treatment,1,1,1,20
3325,control,1,2,0,0
3325,treatment,1,2,0,0
3326,control,0,2,0,0
3326,treatment,1,2,0,0
3327,control,1,2,0,0
3327,treatment,1,2,0,0
3328,control,1,2,0,0
3328,treatment,1,1,0,0
3329,control,0,2,0,0
3329,treatment,1,2,1,20
3330,control,1,1,0,0
3330,treatment,1,2,0,0
3331,control,1,3,0,0
3331,treatment,1,1,0,0
3332,control,0,2,0,0
3332,treatment,0,1,0,0
3333,control,1,1,0,0
3333,treatment,1,1,0,0
3334,control,1,1,1,20
3335,control,0,1,0,0
3335,treatment,1,2,0,0
3336,control,1,1,0,0
3336,treatment,1,2,0,0
3337,control,1,2,1,20
3337,treatment,1,2,0,0
3338,control,0,1,0,0
3338,treatment,1,1,1,20
3339,control,0,3,0,0
3339,treatment,1,2,0,0
3340,control,0,1,0,0
3340,treatment,1,3,1,20
3341,treatment,1,1,1,20
3342,control,0,2,0,0
3342,treatment,1,3,1,20
3343,control,0,2,0,0
3343,treatment,1,2,0,0
3344,control,1,2,0,0
3344,treatment,1,2,0,0
3345,control,1,2,1,20
3345,treatment,1,1,0,0
3346,control,0,3,0,0
3346,treatment,1,3,0,0
3347,control,0,3,0,0
3347,treatment,1,3,0,0
3348,control,0,3,0,0
3348,treatment,1,2,0,0
3349,control,0,1,0,0
3349,treatment,1,2,1,20
3350,control,1,3,0,0
3350,treatment,1,2,0,0
3351,control,1,2,0,0
3351,treatment,1,2,1,20
3352,control,0,3,0,0
3352,treatment,1,3,0,0
3353,control,1,2,0,0
3353,treatment,1,2,1,20
3354,treatment,0,1,0,0
3355,control,0,1,0,0
3355,treatment,0,1,0,0
3356,control,0,1,0,0
3356,treatment,1,1,0,0
3357,treatment,1,1,0,0
3358,control,1,2,0,0
3358,treatment,1,2,1,20
3359,control,1,1,0,0
3359,treatment,1,1,0,0
3360,control,0,3,0,0
3360,treatment,1,2,0,0
3361,control,0,1,0,0
3361,treatment,1,2,1,20
3362,control,0,1,0,0
3362,treatment,0,1,0,0
3363,control,0,2,0,0
3363,treatment,0,1,0,0
3364,control,1,3,1,20
3364,treatment,0,2,0,0
3365,control,1,3,0,0
3365,treatment,0,2,0,0
3366,control,1,2,1,20
3366,treatment,1,2,1,20
3367,control,0,1,0,0
3367,treatment,1,1,1,20
3368,control,1,2,0,0
3368,treatment,1,3,0,0
3369,control,1,1,0,0
3369,treatment,1,2,0,0
3370,control,0,2,0,0
3370,treatment,0,2,0,0
3371,control,1,2,0,0
3371,treatment,1,3,0,0
3372,control,0,1,0,0
3372,treatment,1,1,1,20
3373,control,0,3,0,0
3373,treatment,1,2,0,0
3374,control,0,1,0,0
3374,treatment,1,2,0,0
3375,control,1,2,0,0
3375,treatment,0,1,0,0
3376,control,1,1,0,0
3377,treatment,1,1,0,0
3378,control,1,1,0,0
3378,treatment,1,2,0,0
3379,control,1,3,1,20
3379,treatment,0,1,0,0
3380,control,1,2,0,0
3380,treatment,1,1,0,0
3381,treatment,1,1,0,0
3382,control,0,1,0,0
3382,treatment,0,1,0,0
3383,control,0,1,0,0
3383,treatment,1,1,0,0
3384,control,0,1,0,0
3384,treatment,1,1,1,20
3385,control,0,2,0,0
3386,control,0,2,0,0
3386,treatment,0,1,0,0
3387,control,1,2,0,0
3387,treatment,1,2,0,0
3388,control,0,2,0,0
3388,treatment,1,2,1,20
3389,control,1,3,0,0
3389,treatment,1,3,0,0
3390,control,1,1,0,0
3390,treatment,1,3,0,0
3391,control,0,2,0,0
3391,treatment,1,1,0,0
3392,control,1,1,1,20
3392,treatment,1,1,0,0
3393,control,0,1,0,0
3393,treatment,0,2,0,0
3394,control,1,1,0,0
3394,treatment,1,1,0,0
3395,control,0,3,0,0
3395,treatment,1,3,0,0
3396,control,1,1,0,0
3396,treatment,1,2,0,0
3397,control,1,2,0,0
3397,treatment,1,2,0,0
3398,control,1,3,1,20
3398,treatment,1,3,0,0
3399,control,0,2,0,0
3399,treatment,0,1,0,0
3400,control,0,1,0,0
3400,treatment,0,2,0,0
3401,control,1,2,1,20
3401,treatment,1,2,0,0
3402,control,1,2,0,0
3402,treatment,1,2,1,20
3403,control,0,1,0,0
3403,treatment,1,1,0,0
3404,control,0,1,0,0
3404,treatment,1,1,0,0
3405,control,0,2,0,0
3406,control,1,1,0,0
3406,treatment,1,1,1,20
3407,control,1,1,0,0
3407,treatment,1,1,0,0
3408,treatment,1,1,0,0
3409,control,0,1,0,0
3409,treatment,1,1,0,0
3410,control,1,2,0,0
3410,treatment,1,2,0,0
3411,control,1,2,0,0
3411,treatment,0,1,0,0
3412,control,0,2,0,0
3412,treatment,1,3,0,0
3413,control,0,3,0,0
3413,treatment,1,3,1,20
3414,control,0,1,0,0
3414,treatment,1,2,0,0
3415,control,1,1,1,20
3415,treatment,1,2,0,0
3416,treatment,0,1,0,0
3417,control,0,2,0,0
3417,treatment,1,2,1,20
3418,control,1,2,0,0
3418,treatment,1,1,0,0
3419,treatment,1,1,0,0
3420,control,1,3,0,0
3420,treatment,1,2,0,0
3421,control,1,2,0,0
3421,treatment,0,1,0,0
3422,control,0,1,0,0
3422,treatment,1,1,0,0
3423,control,1,2,0,0
3423,treatment,1,3,0,0
3424,control,1,3,0,0
3424,treatment,1,2,0,0
3425,control,1,1,0,0
3425,treatment,1,2,1,20
3426,treatment,1,1,0,0
3427,control,0,2,0,0
3427,treatment,1,3,0,0
3428,control,1,2,0,0
3428,treatment,1,2,0,0
3429,treatment,1,1,1,20
3430,control,0,3,0,0
3430,treatment,0,3,0,0
3431,control,0,2,0,0
3431,treatment,1,1,0,0
3432,control,1,1,0,0
3432,treatment,1,3,0,0
3433,control,0,1,0,0
3433,treatment,1,1,0,0
3434,control,1,1,1,20
3434,treatment,1,2,0,0
3435,control,0,2,0,0
3435,treatment,0,2,0,0
3436,control,1,3,0,0
3436,treatment,1,2,0,0
3437,control,0,1,0,0
3438,control,1,2,0,0
3438,treatment,1,2,0,0
3439,control,1,1,0,0
3440,control,1,1,0,0
3440,treatment,1,1,1,20
3441,control,0,3,0,0
3441,treatment,1,1,0,0
3442,treatment,0,1,0,0
3443,control,1,2,0,0
3443,treatment,1,3,0,0
3444,control,1,1,0,0
3444,treatment,1,1,1,20
3445,control,0,3,0,0
3445,treatment,1,3,0,0
3446,control,1,3,0,0
3446,treatment,1,3,0,0
3447,control,0,2,0,0
3447,treatment,1,2,0,0
3448,control,1,3,0,0
3448,treatment,1,3,0,0
3449,control,1,2,1,20
3449,treatment,1,2,0,0
3450,control,1,3,0,0
3450,treatment,1,3,0,0
3451,treatment,1,1,0,0
3452,control,1,2,1,20
3452,treatment,1,1,0,0
3453,control,1,1,0,0
3453,treatment,1,1,0,0
3454,control,1,1,1,20
3454,treatment,1,1,0,0
3455,control,0,1,0,0
3455,treatment,0,1,0,0
3456,treatment,1,1,1,20
3457,control,0,1,0,0
3457,treatment,1,2,0,0
3458,control,1,1,0,0
3458,treatment,0,1,0,0
3459,control,1,3,0,0
3459,treatment,1,2,0,0
3460,control,0,3,0,0
3460,treatment,1,3,0,0
3461,treatment,1,1,0,0
3462,control,0,1,0,0
3462,treatment,1,1,0,0
3463,control,0,3,0,0
3463,treatment,1,2,0,0
3464,control,1,2,0,0
3464,treatment,1,2,0,0
3465,control,1,1,0,0
3465,treatment,1,3,1,20
3466,control,1,1,0,0
3466,treatment,0,1,0,0
3467,control,1,2,0,0
3467,treatment,1,3,0,0
3468,control,1,2,0,0
3468,treatment,1,2,1,20
3469,control,0,1,0,0
3469,treatment,0,1,0,0
3470,control,0,2,0,0
3470,treatment,1,3,0,0
3471,control,0,3,0,0
3471,treatment,0,1,0,0
3472,control,1,1,1,20
3472,treatment,1,1,0,0
3473,control,1,2,0,0
3473,treatment,0,2,0,0
3474,control,0,3,0,0
3474,treatment,1,2,0,0
3475,control,0,3,0,0
3475,treatment,1,3,0,0
3476,control,0,2,0,0
3476,treatment,1,2,0,0
3477,control,0,1,0,0
3477,treatment,1,1,1,20
3478,control,0,1,0,0
3478,treatment,1,1,1,20
3479,control,0,3,0,0
3479,treatment,1,3,0,0
3480,control,1,1,0,0
3480,treatment,1,1,0,0
3481,control,1,2,0,0
3481,treatment,1,1,0,0
3482,control,0,1,0,0
3482,treatment,0,1,0,0
3483,control,1,3,0,0
3483,treatment,1,3,0,0
3484,control,0,1,0,0
3485,control,1,3,0,0
3485,treatment,1,3,0,0
3486,control,1,2,0,0
3486,treatment,1,1,0,0
3487,control,1,1,0,0
3487,treatment,1,2,0,0
3488,control,1,3,1,20
3488,treatment,1,2,1,20
3489,control,0,1,0,0
3489,treatment,1,1,0,0
3490,control,1,2,0,0
3490,treatment,1,2,0,0
3491,control,0,1,0,0
3491,treatment,1,1,0,0
3492,control,0,1,0,0
3492,treatment,1,1,0,0
3493,control,1,3,1,20
3493,treatment,1,3,1,20
3494,control,0,1,0,0
3494,treatment,1,1,0,0
3495,control,1,3,1,20
3495,treatment,1,2,1,20
3496,control,1,2,1,20
3496,treatment,1,2,0,0
3497,control,1,1,0,0
3498,control,0,1,0,0
3499,control,0,2,0,0
3499,treatment,1,2,1,20
3500,control,1,2,0,0
3500,treatment,1,2,0,0
3501,control,0,1,0,0
3502,control,1,1,1,20
3503,control,0,1,0,0
3503,treatment,1,1,1,20
3504,control,0,2,0,0
3504,treatment,1,2,0,0
3505,control,1,2,1,20
3505,treatment,1,1,0,0
3506,treatment,1,1,0,0
3507,control,0,1,0,0
3507,treatment,1,1,1,20
3508,control,1,1,0,0
3508,treatment,1,1,0,0
3509,control,0,2,0,0
3509,treatment,1,2,1,20
3510,control,1,2,1,20
3510,treatment,1,1,0,0
3511,control,0,1,0,0
3511,treatment,1,1,1,20
3512,control,1,2,0,0
3512,treatment,1,2,0,0
3513,control,0,1,0,0
3513,treatment,0,1,0,0
3514,control,1,2,0,0
3514,treatment,1,2,1,20
3515,control,0,1,0,0
3515,treatment,1,1,1,20
3516,control,0,2,0,0
3516,treatment,1,2,0,0
3517,control,0,1,0,0
3517,treatment,1,1,0,0
3518,control,1,2,1,20
3518,treatment,1,1,0,0
3519,control,0,2,0,0
3519,treatment,1,1,0,0
3520,control,0,1,0,0
3520,treatment,1,1,0,0
3521,control,0,1,0,0
3522,control,1,3,1,20
3522,treatment,1,3,0,0
3523,control,1,2,1,20
3523,treatment,0,1,0,0
3524,control,1,2,1,20
3524,treatment,1,2,0,0
3525,control,1,2,0,0
3525,treatment,1,2,0,0
3526,control,1,3,0,0
3526,treatment,1,3,1,20
3527,control,1,2,0,0
3527,treatment,1,2,0,0
3528,control,0,1,0,0
3528,treatment,1,1,0,0
3529,treatment,1,1,0,0
3530,control,0,1,0,0
3530,treatment,1,2,1,20
3531,treatment,1,1,0,0
3532,control,0,1,0,0
3532,treatment,0,1,0,0
3533,control,0,3,0,0
3533,treatment,1,2,1,20
3534,control,0,3,0,0
3534,treatment,1,2,0,0
3535,control,0,2,0,0
3535,treatment,1,2,0,0
3536,control,0,2,0,0
3536,treatment,1,2,1,20
3537,control,0,1,0,0
3537,treatment,1,1,0,0
3538,treatment,1,1,0,0
3539,control,1,2,0,0
3539,treatment,1,1,1,20
3540,control,0,2,0,0
3540,treatment,1,2,0,0
3541,control,0,1,0,0
3541,treatment,1,2,1,20
3542,control,1,2,1,20
3542,treatment,1,2,0,0
3543,control,0,1,0,0
3543,treatment,1,3,0,0
3544,control,1,2,1,20
3544,treatment,1,2,0,0
3545,control,1,1,0,0
3545,treatment,0,1,0,0
3546,control,1,1,0,0
3546,treatment,1,1,0,0
3547,control,0,3,0,0
3547,treatment,1,3,0,0
3548,control,1,3,1,20
3548,treatment,1,1,0,0
3549,control,1,1,1,20
3549,treatment,1,1,0,0
3550,control,0,1,0,0
3550,treatment,1,1,0,0
3551,control,0,1,0,0
3552,control,1,2,1,20
3552,treatment,1,2,0,0
3553,control,1,1,0,0
3553,treatment,1,1,0,0
3554,control,0,2,0,0
3554,treatment,0,1,0,0
3555,control,1,1,0,0
3555,treatment,1,1,0,0
3556,control,1,3,0,0
3556,treatment,1,3,0,0
3557,control,0,3,0,0
3557,treatment,1,3,0,0
3558,treatment,1,1,0,0
3559,control,0,1,0,0
3559,treatment,1,1,0,0
3560,control,1,2,1,20
3560,treatment,1,1,0,0
3561,control,0,1,0,0
3561,treatment,0,1,0,0
3562,control,0,1,0,0
3563,control,1,1,1,20
3564,control,1,2,0,0
3564,treatment,1,2,0,0
3565,control,0,1,0,0
3566,control,0,1,0,0
3566,treatment,0,1,0,0
3567,control,0,1,0,0
3567,treatment,1,1,0,0
3568,control,0,3,0,0
3568,treatment,1,3,0,0
3569,control,1,3,0,0
3569,treatment,1,2,0,0
3570,control,1,1,0,0
3570,treatment,1,1,1,20
3571,control,0,1,0,0
3571,treatment,1,2,0,0
3572,control,0,2,0,0
3572,treatment,1,2,0,0
3573,control,1,2,0,0
3573,treatment,1,2,0,0
3574,treatment,1,1,1,20
3575,control,1,1,0,0
3575,treatment,1,1,0,0
3576,control,1,2,0,0
3576,treatment,1,2,0,0
3577,control,1,3,0,0
3577,treatment,1,3,1,20
3578,control,0,2,0,0
3578,treatment,1,3,0,0
3579,control,1,3,1,20
3579,treatment,1,3,1,20
3580,control,1,1,0,0
3580,treatment,1,2,1,20
3581,control,0,2,0,0
3581,treatment,1,1,0,0
3582,control,1,3,0,0
3582,treatment,1,2,1,20
3583,control,0,2,0,0
3583,treatment,1,2,1,20
3584,control,1,2,1,20
3584,treatment,1,2,1,20
3585,control,0,2,0,0
3585,treatment,1,3,0,0
3586,control,0,2,0,0
3586,treatment,1,2,0,0
3587,control,1,1,0,0
3587,treatment,1,1,0,0
3588,control,0,2,0,0
3588,treatment,1,2,0,0
3589,treatment,0,1,0,0
3590,control,1,1,0,0
3590,treatment,1,1,0,0
3591,control,1,3,0,0
3591,treatment,1,3,0,0
3592,control,0,3,0,0
3592,treatment,1,3,0,0
3593,control,1,2,0,0
3593,treatment,1,2,0,0
3594,control,1,2,0,0
3594,treatment,1,1,1,20
3595,control,0,1,0,0
3595,treatment,1,1,0,0
3596,control,0,3,0,0
3596,treatment,1,1,0,0
3597,control,1,3,0,0
3597,treatment,1,3,1,20
3598,control,0,1,0,0
3598,treatment,1,2,0,0
3599,control,0,1,0,0
3599,treatment,0,1,0,0
3600,treatment,1,1,1,20
3601,control,0,3,0,0
3601,treatment,1,3,0,0
3602,treatment,1,2,0,0
3603,control,1,2,0,0
3603,treatment,1,2,0,0
3604,control,0,1,0,0
3604,treatment,1,2,0,0
3605,treatment,1,2,1,20
3606,control,0,3,0,0
3606,treatment,0,1,0,0
3607,control,0,3,0,0
3607,treatment,1,3,0,0
