prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number,output_id,output_quality_score,feedback,edited_output,good_output_flag,experiment_group,new_output_quality,new_feedback,new_good_output_flag
19690,6537,3294,assignment,5,4,19690,5,bad,1,0,treatment,6,bad,0
19691,6537,3294,assignment,7,5,19691,5,bad,1,0,treatment,6,bad,0
19692,6538,3295,report,3,1,19692,2,bad,1,0,control,4,bad,0
19693,6538,3295,summary,6,2,19693,3,bad,1,0,treatment,5,bad,0
19694,6538,3295,summary,7,3,19694,4,bad,1,0,treatment,6,bad,0
19695,6538,3295,report,5,4,19695,5,bad,1,0,treatment,5,bad,0
19696,6538,3295,report,7,5,19696,5,bad,1,0,treatment,6,bad,0
19697,6539,3295,report,6,1,19697,3,bad,1,0,treatment,8,good,1
19698,6539,3295,report,7,2,19698,7,good,0,1,treatment,9,good,1
19699,6540,3295,summary,7,1,19699,7,good,0,1,treatment,8,good,1
19700,6540,3295,report,5,2,19700,3,bad,1,0,treatment,4,bad,0
19701,6540,3295,summary,6,3,19701,4,bad,1,0,treatment,5,bad,0
19702,6540,3295,report,5,4,19702,4,bad,1,0,control,7,good,1
19703,6541,3296,summary,6,1,19703,3,bad,1,0,treatment,7,good,1
19704,6542,3297,report,9,1,19704,8,good,0,1,control,10,good,1
19705,6542,3297,summary,7,2,19705,7,good,0,1,control,8,good,1
19706,6543,3298,assignment,6,1,19706,6,bad,1,0,control,7,good,1
19707,6543,3298,assignment,7,2,19707,7,good,0,1,control,6,bad,0
19708,6543,3298,assignment,7,3,19708,4,bad,1,0,treatment,7,good,1
19709,6544,3299,assignment,7,1,19709,4,bad,1,0,treatment,6,bad,0
19710,6545,3299,assignment,7,1,19710,4,bad,1,0,treatment,8,good,1
19711,6545,3299,summary,4,2,19711,3,bad,1,0,control,6,bad,0
19712,6545,3299,assignment,7,3,19712,5,bad,1,0,treatment,8,good,1
19713,6545,3299,assignment,3,4,19713,5,bad,1,0,control,3,bad,0
19714,6545,3299,summary,5,5,19714,4,bad,1,0,treatment,6,bad,0
19715,6546,3299,assignment,7,1,19715,7,good,0,1,treatment,9,good,1
19716,6547,3300,report,7,1,19716,5,bad,1,0,treatment,6,bad,0
19717,6547,3300,summary,5,2,19717,6,bad,1,0,control,5,bad,0
19718,6547,3300,report,5,3,19718,7,good,0,1,control,4,bad,0
19719,6547,3300,report,3,4,19719,4,bad,1,0,control,4,bad,0
19720,6548,3301,summary,7,1,19720,9,good,0,1,control,8,good,1
19721,6549,3301,assignment,6,1,19721,7,good,0,1,treatment,8,good,1
19722,6549,3301,summary,5,2,19722,7,good,0,1,control,6,bad,0
19723,6550,3302,report,5,1,19723,4,bad,1,0,control,6,bad,0
19724,6550,3302,report,6,2,19724,4,bad,1,0,treatment,7,good,1
19725,6550,3302,report,7,3,19725,4,bad,1,0,treatment,9,good,1
19726,6551,3302,summary,4,1,19726,6,bad,1,0,control,6,bad,0
19727,6552,3302,summary,6,1,19727,4,bad,1,0,treatment,8,good,1
19728,6553,3303,assignment,6,1,19728,5,bad,1,0,treatment,8,good,1
19729,6554,3303,assignment,6,1,19729,8,good,0,1,treatment,7,good,1
19730,6554,3303,assignment,5,2,19730,4,bad,1,0,control,4,bad,0
19731,6554,3303,assignment,7,3,19731,6,bad,1,0,control,8,good,1
19732,6554,3303,summary,7,4,19732,7,good,0,1,control,7,good,1
19733,6555,3303,summary,6,1,19733,6,bad,1,0,treatment,5,bad,0
19734,6555,3303,summary,7,2,19734,8,good,0,1,control,8,good,1
19735,6555,3303,assignment,6,3,19735,8,good,0,1,control,7,good,1
19736,6555,3303,assignment,7,4,19736,6,bad,1,0,treatment,9,good,1
19737,6555,3303,assignment,7,5,19737,9,good,0,1,treatment,8,good,1
19738,6556,3304,assignment,9,1,19738,8,good,0,1,treatment,9,good,1
19739,6556,3304,assignment,8,2,19739,10,good,0,1,control,8,good,1
19740,6556,3304,summary,7,3,19740,8,good,0,1,control,9,good,1
19741,6556,3304,assignment,8,4,19741,8,good,0,1,treatment,8,good,1
19742,6556,3304,assignment,8,5,19742,7,good,0,1,control,9,good,1
19743,6557,3305,assignment,7,1,19743,7,good,0,1,treatment,8,good,1
19744,6557,3305,summary,6,2,19744,6,bad,1,0,control,6,bad,0
19745,6557,3305,summary,7,3,19745,6,bad,1,0,treatment,8,good,1
19746,6557,3305,assignment,6,4,19746,8,good,0,1,control,6,bad,0
19747,6558,3305,summary,5,1,19747,4,bad,1,0,control,4,bad,0
19748,6558,3305,assignment,7,2,19748,5,bad,1,0,treatment,7,good,1
19749,6559,3305,assignment,5,1,19749,6,bad,1,0,control,7,good,1
19750,6559,3305,assignment,6,2,19750,8,good,0,1,treatment,5,bad,0
19751,6559,3305,assignment,7,3,19751,6,bad,1,0,control,9,good,1
19752,6559,3305,assignment,6,4,19752,5,bad,1,0,treatment,5,bad,0
19753,6559,3305,assignment,7,5,19753,4,bad,1,0,treatment,9,good,1
19754,6560,3306,assignment,6,1,19754,6,bad,1,0,treatment,7,good,1
19755,6560,3306,assignment,7,2,19755,8,good,0,1,control,6,bad,0
19756,6560,3306,assignment,6,3,19756,6,bad,1,0,control,8,good,1
19757,6560,3306,summary,7,4,19757,9,good,0,1,treatment,9,good,1
19758,6560,3306,assignment,6,5,19758,5,bad,1,0,treatment,7,good,1
19759,6561,3306,assignment,7,1,19759,9,good,0,1,treatment,7,good,1
19760,6561,3306,assignment,5,2,19760,4,bad,1,0,control,5,bad,0
19761,6561,3306,assignment,5,3,19761,5,bad,1,0,control,7,good,1
19762,6562,3307,assignment,7,1,19762,7,good,0,1,treatment,9,good,1
19763,6562,3307,assignment,6,2,19763,8,good,0,1,control,6,bad,0
19764,6562,3307,assignment,6,3,19764,5,bad,1,0,treatment,8,good,1
19765,6563,3308,summary,7,1,19765,9,good,0,1,control,9,good,1
19766,6564,3308,assignment,9,1,19766,8,good,0,1,control,10,good,1
19767,6564,3308,summary,7,2,19767,8,good,0,1,control,9,good,1
19768,6565,3309,summary,9,1,19768,9,good,0,1,treatment,10,good,1
19769,6565,3309,assignment,7,2,19769,8,good,0,1,treatment,7,good,1
19770,6565,3309,assignment,8,3,19770,9,good,0,1,control,9,good,1
19771,6566,3310,assignment,7,1,19771,7,good,0,1,treatment,7,good,1
19772,6566,3310,assignment,7,2,19772,8,good,0,1,control,7,good,1
19773,6566,3310,assignment,6,3,19773,5,bad,1,0,treatment,7,good,1
19774,6567,3311,report,7,1,19774,6,bad,1,0,treatment,8,good,1
19775,6567,3311,report,5,2,19775,6,bad,1,0,control,4,bad,0
19776,6568,3311,report,5,1,19776,3,bad,1,0,treatment,5,bad,0
19777,6568,3311,report,5,2,19777,5,bad,1,0,control,4,bad,0
19778,6568,3311,report,5,3,19778,4,bad,1,0,control,6,bad,0
19779,6569,3311,report,3,1,19779,3,bad,1,0,control,4,bad,0
19780,6570,3312,summary,4,1,19780,5,bad,1,0,control,6,bad,0
19781,6570,3312,report,4,2,19781,4,bad,1,0,control,5,bad,0
19782,6570,3312,report,6,3,19782,6,bad,1,0,treatment,8,good,1
19783,6570,3312,report,6,4,19783,4,bad,1,0,treatment,8,good,1
19784,6570,3312,report,5,5,19784,3,bad,1,0,treatment,6,bad,0
19785,6571,3312,report,6,1,19785,4,bad,1,0,treatment,5,bad,0
19786,6571,3312,report,5,2,19786,2,bad,1,0,treatment,5,bad,0
19787,6572,3312,summary,4,1,19787,6,bad,1,0,control,5,bad,0
19788,6572,3312,report,5,2,19788,7,good,0,1,control,5,bad,0
19789,6572,3312,report,5,3,19789,5,bad,1,0,control,6,bad,0
19790,6572,3312,report,3,4,19790,5,bad,1,0,control,3,bad,0
19791,6573,3313,report,7,1,19791,6,bad,1,0,treatment,9,good,1
19792,6573,3313,report,3,2,19792,3,bad,1,0,control,2,bad,0
19793,6573,3313,report,6,3,19793,5,bad,1,0,treatment,7,good,1
19794,6574,3314,assignment,6,1,19794,8,good,0,1,control,5,bad,0
19795,6575,3314,assignment,6,1,19795,7,good,0,1,control,5,bad,0
19796,6575,3314,assignment,7,2,19796,7,good,0,1,treatment,9,good,1
19797,6576,3315,assignment,7,1,19797,6,bad,1,0,treatment,6,bad,0
19798,6576,3315,summary,6,2,19798,8,good,0,1,treatment,8,good,1
19799,6577,3315,summary,6,1,19799,7,good,0,1,control,8,good,1
19800,6577,3315,assignment,7,2,19800,6,bad,1,0,control,9,good,1
19801,6578,3316,report,5,1,19801,5,bad,1,0,control,5,bad,0
19802,6578,3316,report,6,2,19802,4,bad,1,0,treatment,7,good,1
19803,6578,3316,summary,3,3,19803,2,bad,1,0,control,3,bad,0
19804,6578,3316,report,7,4,19804,6,bad,1,0,treatment,8,good,1
19805,6579,3317,assignment,7,1,19805,6,bad,1,0,treatment,7,good,1
19806,6579,3317,assignment,5,2,19806,4,bad,1,0,treatment,4,bad,0
19807,6580,3317,assignment,7,1,19807,4,bad,1,0,treatment,6,bad,0
19808,6580,3317,assignment,7,2,19808,5,bad,1,0,treatment,8,good,1
19809,6581,3318,assignment,5,1,19809,2,bad,1,0,treatment,6,bad,0
19810,6582,3318,assignment,3,1,19810,3,bad,1,0,control,2,bad,0
19811,6582,3318,summary,4,2,19811,5,bad,1,0,control,6,bad,0
19812,6582,3318,summary,3,3,19812,3,bad,1,0,control,5,bad,0
19813,6582,3318,summary,5,4,19813,5,bad,1,0,control,4,bad,0
19814,6582,3318,assignment,5,5,19814,6,bad,1,0,control,4,bad,0
19815,6583,3319,summary,7,1,19815,8,good,0,1,control,9,good,1
19816,6583,3319,summary,8,2,19816,10,good,0,1,control,8,good,1
19817,6583,3319,summary,8,3,19817,7,good,0,1,control,9,good,1
19818,6583,3319,report,9,4,19818,8,good,0,1,control,9,good,1
19819,6583,3319,report,8,5,19819,10,good,0,1,treatment,9,good,1
19820,6584,3319,report,7,1,19820,6,bad,1,0,treatment,8,good,1
19821,6584,3319,summary,7,2,19821,6,bad,1,0,treatment,7,good,1
19822,6584,3319,report,7,3,19822,8,good,0,1,control,9,good,1
19823,6585,3319,report,8,1,19823,7,good,0,1,control,9,good,1
19824,6585,3319,report,9,2,19824,9,good,0,1,control,10,good,1
19825,6586,3320,report,7,1,19825,7,good,0,1,control,9,good,1
19826,6586,3320,summary,6,2,19826,8,good,0,1,treatment,8,good,1
19827,6586,3320,report,7,3,19827,7,good,0,1,treatment,9,good,1
19828,6587,3321,assignment,5,1,19828,7,good,0,1,control,7,good,1
19829,6587,3321,summary,7,2,19829,4,bad,1,0,treatment,8,good,1
19830,6587,3321,assignment,5,3,19830,5,bad,1,0,control,5,bad,0
19831,6587,3321,summary,6,4,19831,6,bad,1,0,control,7,good,1
19832,6588,3321,assignment,7,1,19832,6,bad,1,0,treatment,8,good,1
19833,6588,3321,assignment,5,2,19833,7,good,0,1,control,6,bad,0
19834,6588,3321,assignment,7,3,19834,4,bad,1,0,treatment,6,bad,0
19835,6588,3321,assignment,7,4,19835,4,bad,1,0,treatment,9,good,1
19836,6588,3321,assignment,7,5,19836,6,bad,1,0,control,6,bad,0
19837,6589,3321,summary,6,1,19837,6,bad,1,0,control,7,good,1
19838,6589,3321,assignment,7,2,19838,5,bad,1,0,treatment,8,good,1
19839,6589,3321,assignment,7,3,19839,4,bad,1,0,treatment,8,good,1
19840,6589,3321,summary,5,4,19840,7,good,0,1,control,5,bad,0
19841,6589,3321,assignment,6,5,19841,8,good,0,1,control,8,good,1
19842,6590,3322,assignment,7,1,19842,6,bad,1,0,treatment,7,good,1
19843,6590,3322,assignment,6,2,19843,3,bad,1,0,treatment,5,bad,0
19844,6590,3322,assignment,5,3,19844,7,good,0,1,control,4,bad,0
19845,6591,3322,assignment,5,1,19845,3,bad,1,0,treatment,4,bad,0
19846,6592,3323,summary,7,1,19846,6,bad,1,0,control,6,bad,0
19847,6592,3323,report,7,2,19847,7,good,0,1,treatment,9,good,1
19848,6593,3323,report,5,1,19848,4,bad,1,0,control,6,bad,0
19849,6593,3323,report,5,2,19849,7,good,0,1,control,7,good,1
19850,6593,3323,report,7,3,19850,9,good,0,1,treatment,6,bad,0
19851,6593,3323,summary,6,4,19851,7,good,0,1,control,6,bad,0
19852,6593,3323,report,6,5,19852,5,bad,1,0,control,7,good,1
19853,6594,3323,summary,6,1,19853,7,good,0,1,control,6,bad,0
19854,6594,3323,report,7,2,19854,7,good,0,1,treatment,8,good,1
19855,6594,3323,report,5,3,19855,4,bad,1,0,control,4,bad,0
19856,6594,3323,summary,7,4,19856,9,good,0,1,control,6,bad,0
19857,6594,3323,report,7,5,19857,6,bad,1,0,treatment,6,bad,0
19858,6595,3324,assignment,3,1,19858,4,bad,1,0,control,2,bad,0
19859,6596,3324,summary,7,1,19859,6,bad,1,0,treatment,8,good,1
19860,6597,3325,report,6,1,19860,8,good,0,1,treatment,5,bad,0
19861,6597,3325,report,5,2,19861,7,good,0,1,control,6,bad,0
19862,6598,3325,report,5,1,19862,6,bad,1,0,control,4,bad,0
19863,6598,3325,summary,7,2,19863,8,good,0,1,control,9,good,1
19864,6598,3325,report,7,3,19864,6,bad,1,0,treatment,7,good,1
19865,6599,3326,summary,5,1,19865,2,bad,1,0,treatment,7,good,1
19866,6599,3326,report,3,2,19866,5,bad,1,0,control,3,bad,0
19867,6599,3326,summary,7,3,19867,4,bad,1,0,treatment,6,bad,0
19868,6599,3326,report,4,4,19868,6,bad,1,0,control,3,bad,0
19869,6600,3326,report,3,1,19869,2,bad,1,0,control,5,bad,0
19870,6600,3326,report,6,2,19870,6,bad,1,0,treatment,7,good,1
19871,6600,3326,report,7,3,19871,5,bad,1,0,treatment,8,good,1
19872,6600,3326,report,5,4,19872,4,bad,1,0,control,4,bad,0
19873,6601,3327,report,5,1,19873,6,bad,1,0,control,7,good,1
19874,6601,3327,summary,6,2,19874,6,bad,1,0,treatment,7,good,1
19875,6601,3327,report,5,3,19875,7,good,0,1,control,6,bad,0
19876,6601,3327,summary,5,4,19876,5,bad,1,0,control,6,bad,0
19877,6602,3327,report,3,1,19877,5,bad,1,0,control,3,bad,0
19878,6602,3327,report,5,2,19878,3,bad,1,0,treatment,6,bad,0
19879,6603,3328,summary,5,1,19879,7,good,0,1,control,6,bad,0
19880,6603,3328,summary,5,2,19880,6,bad,1,0,control,7,good,1
19881,6603,3328,assignment,5,3,19881,6,bad,1,0,control,6,bad,0
19882,6604,3328,assignment,5,1,19882,3,bad,1,0,treatment,6,bad,0
19883,6604,3328,assignment,5,2,19883,2,bad,1,0,treatment,7,good,1
19884,6604,3328,assignment,7,3,19884,6,bad,1,0,treatment,9,good,1
19885,6604,3328,summary,3,4,19885,2,bad,1,0,control,3,bad,0
19886,6605,3329,assignment,6,1,19886,6,bad,1,0,treatment,7,good,1
19887,6606,3329,assignment,5,1,19887,6,bad,1,0,control,6,bad,0
19888,6606,3329,assignment,4,2,19888,6,bad,1,0,control,6,bad,0
19889,6607,3329,assignment,6,1,19889,3,bad,1,0,treatment,5,bad,0
19890,6607,3329,assignment,5,2,19890,2,bad,1,0,treatment,6,bad,0
19891,6607,3329,summary,5,3,19891,5,bad,1,0,control,4,bad,0
19892,6607,3329,assignment,3,4,19892,5,bad,1,0,control,2,bad,0
19893,6608,3330,report,8,1,19893,7,good,0,1,treatment,8,good,1
19894,6608,3330,summary,7,2,19894,8,good,0,1,control,9,good,1
19895,6608,3330,report,7,3,19895,7,good,0,1,treatment,6,bad,0
19896,6609,3330,summary,8,1,19896,10,good,0,1,treatment,8,good,1
19897,6610,3331,report,3,1,19897,4,bad,1,0,control,3,bad,0
19898,6610,3331,report,3,2,19898,2,bad,1,0,control,3,bad,0
19899,6610,3331,report,3,3,19899,2,bad,1,0,control,5,bad,0
19900,6611,3331,summary,4,1,19900,6,bad,1,0,control,6,bad,0
19901,6611,3331,summary,5,2,19901,5,bad,1,0,treatment,7,good,1
19902,6611,3331,report,3,3,19902,4,bad,1,0,control,3,bad,0
19903,6612,3331,report,5,1,19903,6,bad,1,0,control,7,good,1
19904,6613,3332,report,3,1,19904,4,bad,1,0,control,2,bad,0
19905,6613,3332,report,5,2,19905,2,bad,1,0,treatment,4,bad,0
19906,6613,3332,summary,3,3,19906,2,bad,1,0,control,3,bad,0
19907,6614,3332,report,4,1,19907,4,bad,1,0,control,4,bad,0
19908,6614,3332,report,4,2,19908,6,bad,1,0,control,3,bad,0
19909,6615,3333,assignment,7,1,19909,6,bad,1,0,control,8,good,1
19910,6615,3333,assignment,6,2,19910,8,good,0,1,treatment,5,bad,0
19911,6615,3333,summary,7,3,19911,6,bad,1,0,treatment,7,good,1
19912,6616,3334,assignment,7,1,19912,9,good,0,1,control,7,good,1
19913,6616,3334,assignment,7,2,19913,8,good,0,1,control,7,good,1
19914,6616,3334,assignment,9,3,19914,8,good,0,1,control,10,good,1
19915,6617,3335,report,3,1,19915,2,bad,1,0,control,2,bad,0
19916,6617,3335,report,7,2,19916,4,bad,1,0,treatment,8,good,1
19917,6617,3335,summary,7,3,19917,4,bad,1,0,treatment,9,good,1
19918,6617,3335,report,3,4,19918,2,bad,1,0,control,5,bad,0
19919,6618,3335,report,7,1,19919,4,bad,1,0,treatment,8,good,1
19920,6618,3335,summary,6,2,19920,4,bad,1,0,treatment,6,bad,0
19921,6619,3336,report,7,1,19921,7,good,0,1,control,7,good,1
19922,6619,3336,report,6,2,19922,8,good,0,1,treatment,8,good,1
19923,6619,3336,report,7,3,19923,4,bad,1,0,treatment,8,good,1
19924,6619,3336,report,7,4,19924,7,good,0,1,control,8,good,1
19925,6620,3336,report,6,1,19925,7,good,0,1,treatment,6,bad,0
19926,6621,3337,report,7,1,19926,9,good,0,1,control,9,good,1
19927,6621,3337,report,9,2,19927,9,good,0,1,control,8,good,1
19928,6621,3337,report,9,3,19928,8,good,0,1,treatment,9,good,1
19929,6621,3337,report,9,4,19929,9,good,0,1,treatment,9,good,1
19930,6622,3337,report,9,1,19930,9,good,0,1,control,10,good,1
19931,6622,3337,report,9,2,19931,10,good,0,1,control,8,good,1
19932,6622,3337,summary,8,3,19932,10,good,0,1,treatment,10,good,1
19933,6622,3337,summary,9,4,19933,9,good,0,1,control,9,good,1
19934,6622,3337,report,9,5,19934,8,good,0,1,treatment,10,good,1
19935,6623,3338,summary,4,1,19935,5,bad,1,0,control,6,bad,0
19936,6623,3338,report,6,2,19936,4,bad,1,0,treatment,8,good,1
19937,6623,3338,summary,4,3,19937,5,bad,1,0,control,4,bad,0
19938,6623,3338,report,5,4,19938,4,bad,1,0,control,4,bad,0
19939,6624,3339,assignment,6,1,19939,3,bad,1,0,treatment,8,good,1
19940,6624,3339,summary,5,2,19940,4,bad,1,0,treatment,5,bad,0
19941,6624,3339,summary,3,3,19941,4,bad,1,0,control,4,bad,0
19942,6624,3339,assignment,7,4,19942,4,bad,1,0,treatment,9,good,1
19943,6625,3339,summary,4,1,19943,4,bad,1,0,control,6,bad,0
19944,6625,3339,assignment,5,2,19944,4,bad,1,0,control,5,bad,0
19945,6625,3339,assignment,3,3,19945,5,bad,1,0,control,2,bad,0
19946,6625,3339,assignment,3,4,19946,4,bad,1,0,control,5,bad,0
19947,6626,3339,assignment,5,1,19947,7,good,0,1,control,6,bad,0
19948,6626,3339,summary,7,2,19948,4,bad,1,0,treatment,7,good,1
19949,6627,3340,summary,7,1,19949,5,bad,1,0,treatment,9,good,1
19950,6628,3340,report,3,1,19950,2,bad,1,0,control,3,bad,0
19951,6628,3340,report,7,2,19951,6,bad,1,0,treatment,8,good,1
19952,6628,3340,summary,4,3,19952,3,bad,1,0,control,3,bad,0
19953,6628,3340,report,5,4,19953,4,bad,1,0,control,4,bad,0
19954,6628,3340,report,5,5,19954,5,bad,1,0,control,5,bad,0
19955,6629,3340,report,5,1,19955,3,bad,1,0,treatment,6,bad,0
19956,6629,3340,report,6,2,19956,4,bad,1,0,treatment,6,bad,0
19957,6630,3341,summary,8,1,19957,8,good,0,1,treatment,9,good,1
19958,6630,3341,report,7,2,19958,9,good,0,1,treatment,6,bad,0
19959,6630,3341,report,7,3,19959,6,bad,1,0,treatment,6,bad,0
19960,6630,3341,summary,8,4,19960,8,good,0,1,treatment,10,good,1
19961,6630,3341,report,8,5,19961,8,good,0,1,treatment,10,good,1
19962,6631,3342,assignment,7,1,19962,4,bad,1,0,treatment,8,good,1
19963,6632,3342,assignment,4,1,19963,3,bad,1,0,control,3,bad,0
19964,6632,3342,assignment,6,2,19964,5,bad,1,0,treatment,6,bad,0
19965,6632,3342,summary,5,3,19965,7,good,0,1,control,5,bad,0
19966,6633,3342,assignment,4,1,19966,6,bad,1,0,control,3,bad,0
19967,6633,3342,summary,5,2,19967,4,bad,1,0,control,4,bad,0
19968,6633,3342,assignment,5,3,19968,3,bad,1,0,treatment,4,bad,0
19969,6633,3342,assignment,7,4,19969,7,good,0,1,treatment,7,good,1
19970,6633,3342,assignment,7,5,19970,5,bad,1,0,treatment,7,good,1
19971,6634,3343,summary,7,1,19971,4,bad,1,0,treatment,7,good,1
19972,6634,3343,report,3,2,19972,2,bad,1,0,control,4,bad,0
19973,6634,3343,report,4,3,19973,5,bad,1,0,control,3,bad,0
19974,6634,3343,report,3,4,19974,5,bad,1,0,control,2,bad,0
19975,6635,3343,report,7,1,19975,7,good,0,1,treatment,9,good,1
19976,6635,3343,report,5,2,19976,4,bad,1,0,control,6,bad,0
19977,6635,3343,report,5,3,19977,5,bad,1,0,treatment,6,bad,0
19978,6635,3343,summary,4,4,19978,3,bad,1,0,control,4,bad,0
19979,6635,3343,summary,5,5,19979,7,good,0,1,control,6,bad,0
19980,6636,3344,assignment,6,1,19980,6,bad,1,0,control,6,bad,0
19981,6636,3344,assignment,7,2,19981,9,good,0,1,treatment,8,good,1
19982,6636,3344,assignment,7,3,19982,9,good,0,1,treatment,7,good,1
19983,6636,3344,assignment,7,4,19983,5,bad,1,0,treatment,7,good,1
19984,6637,3344,assignment,7,1,19984,6,bad,1,0,treatment,9,good,1
19985,6637,3344,assignment,7,2,19985,8,good,0,1,control,7,good,1
19986,6638,3345,summary,6,1,19986,7,good,0,1,control,7,good,1
19987,6639,3345,assignment,6,1,19987,8,good,0,1,control,6,bad,0
19988,6639,3345,assignment,7,2,19988,9,good,0,1,control,6,bad,0
19989,6639,3345,summary,6,3,19989,7,good,0,1,control,8,good,1
19990,6639,3345,summary,7,4,19990,9,good,0,1,treatment,8,good,1
19991,6640,3346,report,5,1,19991,6,bad,1,0,control,4,bad,0
19992,6640,3346,report,5,2,19992,2,bad,1,0,treatment,5,bad,0
19993,6641,3346,report,5,1,19993,5,bad,1,0,control,4,bad,0
19994,6641,3346,report,6,2,19994,6,bad,1,0,treatment,7,good,1
19995,6641,3346,summary,5,3,19995,2,bad,1,0,treatment,4,bad,0
19996,6641,3346,summary,5,4,19996,6,bad,1,0,control,4,bad,0
19997,6641,3346,summary,6,5,19997,6,bad,1,0,treatment,5,bad,0
19998,6642,3346,report,3,1,19998,2,bad,1,0,control,5,bad,0
19999,6642,3346,report,6,2,19999,6,bad,1,0,treatment,6,bad,0
20000,6643,3347,assignment,6,1,20000,5,bad,1,0,treatment,5,bad,0
20001,6643,3347,assignment,7,2,20001,7,good,0,1,treatment,9,good,1
20002,6643,3347,assignment,5,3,20002,6,bad,1,0,control,6,bad,0
20003,6644,3347,assignment,7,1,20003,9,good,0,1,treatment,6,bad,0
20004,6644,3347,assignment,5,2,20004,4,bad,1,0,control,4,bad,0
20005,6645,3347,assignment,5,1,20005,7,good,0,1,control,5,bad,0
20006,6645,3347,assignment,7,2,20006,9,good,0,1,treatment,7,good,1
20007,6645,3347,assignment,7,3,20007,6,bad,1,0,treatment,9,good,1
20008,6645,3347,assignment,6,4,20008,6,bad,1,0,treatment,8,good,1
20009,6646,3348,assignment,5,1,20009,5,bad,1,0,treatment,4,bad,0
20010,6646,3348,assignment,4,2,20010,6,bad,1,0,control,3,bad,0
20011,6646,3348,summary,5,3,20011,5,bad,1,0,treatment,4,bad,0
20012,6647,3348,assignment,4,1,20012,5,bad,1,0,control,6,bad,0
20013,6647,3348,summary,4,2,20013,5,bad,1,0,control,6,bad,0
20014,6647,3348,summary,6,3,20014,5,bad,1,0,treatment,7,good,1
20015,6647,3348,assignment,5,4,20015,5,bad,1,0,treatment,7,good,1
20016,6647,3348,assignment,5,5,20016,3,bad,1,0,treatment,7,good,1
20017,6648,3348,assignment,5,1,20017,7,good,0,1,control,5,bad,0
20018,6649,3349,assignment,5,1,20018,7,good,0,1,control,5,bad,0
20019,6649,3349,assignment,3,2,20019,3,bad,1,0,control,3,bad,0
20020,6649,3349,summary,6,3,20020,6,bad,1,0,treatment,5,bad,0
20021,6649,3349,assignment,3,4,20021,4,bad,1,0,control,3,bad,0
20022,6650,3349,summary,7,1,20022,4,bad,1,0,treatment,7,good,1
20023,6650,3349,summary,7,2,20023,4,bad,1,0,treatment,6,bad,0
20024,6650,3349,assignment,6,3,20024,6,bad,1,0,treatment,5,bad,0
